doctor_id,department,specialization,experience_years
6777,Cardiology,General,14
6778,Cardiology,Neurology,9
6779,Neurology,Neurology,19
6780,Orthopedics,General,2
6781,Pediatrics,Pediatrics,4
6782,Cardiology,Orthopedics,30
6783,General,Pediatrics,6
6784,Cardiology,Neurology,13
6785,Neurology,Neurology,36
6786,Pediatrics,Oncology,28
6787,Neurology,Pediatrics,6
6788,Pediatrics,Cardiology,21
6789,Neurology,General,13
6790,Oncology,Orthopedics,30
6791,General,Pediatrics,35
6792,Cardiology,Pediatrics,13
6793,Neurology,General,27
6794,Orthopedics,Oncology,4
6795,Neurology,Neurology,29
6796,Cardiology,Pediatrics,11
6797,Cardiology,Orthopedics,15
6798,General,Neurology,5
6799,Neurology,Orthopedics,37
6800,Pediatrics,Neurology,22
6801,Oncology,Cardiology,4
6802,Orthopedics,General,26
6803,Orthopedics,Cardiology,22
6804,Pediatrics,Orthopedics,35
6805,Pediatrics,General,15
6806,General,Oncology,4
6807,Orthopedics,Orthopedics,13
6808,Orthopedics,Orthopedics,3
6809,General,Pediatrics,2
6810,Pediatrics,Neurology,36
6811,Neurology,General,1
6812,Pediatrics,General,4
6813,Oncology,General,2
6814,General,Pediatrics,29
6815,Orthopedics,General,24
6816,Pediatrics,Orthopedics,2
6817,Oncology,General,21
6818,Oncology,Pediatrics,17
6819,Pediatrics,Neurology,30
6820,Cardiology,Cardiology,21
6821,Cardiology,Cardiology,36
6822,Neurology,Cardiology,7
6823,Oncology,Pediatrics,10
6824,General,Cardiology,35
6825,Orthopedics,General,27
6826,Orthopedics,Orthopedics,15
6827,Cardiology,Cardiology,35
6828,Orthopedics,General,24
6829,Oncology,Pediatrics,11
6830,General,General,16
6831,Orthopedics,Cardiology,15
6832,Cardiology,General,3
6833,General,Oncology,24
6834,Pediatrics,Oncology,10
6835,General,Cardiology,32
6836,Neurology,Cardiology,36
6837,General,General,4
6838,Pediatrics,Pediatrics,8
6839,General,Orthopedics,4
6840,Orthopedics,Orthopedics,33
6841,General,Neurology,24
6842,Orthopedics,Cardiology,7
6843,Oncology,Neurology,35
6844,General,General,1
6845,Orthopedics,Neurology,20
6846,Cardiology,Orthopedics,32
6847,General,Cardiology,9
6848,Cardiology,Oncology,38
6849,General,General,4
6850,Cardiology,Cardiology,24
6851,Neurology,Oncology,17
6852,Oncology,Pediatrics,30
6853,General,Cardiology,18
6854,Pediatrics,Neurology,20
6855,Cardiology,Cardiology,31
6856,Orthopedics,Orthopedics,11
6857,Cardiology,Oncology,31
6858,Neurology,General,39
6859,Orthopedics,Cardiology,33
6860,General,Cardiology,27
6861,Orthopedics,General,15
6862,Cardiology,Oncology,21
6863,Oncology,Cardiology,24
6864,Pediatrics,Neurology,15
6865,Pediatrics,Cardiology,17
6866,Orthopedics,Orthopedics,17
6867,Oncology,Orthopedics,20
6868,Cardiology,Pediatrics,7
6869,Oncology,Neurology,32
6870,Neurology,General,8
6871,General,Orthopedics,6
6872,Cardiology,Orthopedics,17
6873,General,Orthopedics,5
6874,Pediatrics,Pediatrics,12
6875,General,Pediatrics,6
6876,Neurology,Orthopedics,26
6877,Neurology,Oncology,1
6878,Cardiology,Pediatrics,30
6879,General,Neurology,35
6880,Cardiology,Orthopedics,37
6881,Orthopedics,General,28
6882,General,Orthopedics,35
6883,Oncology,Orthopedics,26
6884,Orthopedics,Orthopedics,38
6885,Neurology,Cardiology,30
6886,Oncology,Oncology,23
6887,Neurology,Orthopedics,18
6888,Pediatrics,Cardiology,8
6889,Pediatrics,Cardiology,3
6890,Cardiology,Neurology,19
6891,Pediatrics,General,17
6892,Neurology,Neurology,18
6893,General,Cardiology,27
6894,Orthopedics,Orthopedics,3
6895,General,Pediatrics,37
6896,Pediatrics,Orthopedics,12
6897,Pediatrics,General,4
6898,Cardiology,Pediatrics,39
6899,General,Pediatrics,30
6900,Pediatrics,Oncology,23
6901,Oncology,Neurology,14
6902,Orthopedics,Pediatrics,29
6903,Orthopedics,Oncology,18
6904,Neurology,Pediatrics,25
6905,Oncology,General,28
6906,Orthopedics,Cardiology,25
6907,Oncology,Neurology,4
6908,General,Neurology,38
6909,Pediatrics,Oncology,1
6910,Orthopedics,Orthopedics,5
6911,General,Pediatrics,5
6912,General,Pediatrics,37
6913,Cardiology,General,38
6914,Pediatrics,Pediatrics,24
6915,Pediatrics,Oncology,11
6916,Cardiology,Pediatrics,36
6917,Cardiology,General,7
6918,Cardiology,Pediatrics,9
6919,General,Pediatrics,2
6920,General,Orthopedics,34
6921,Neurology,General,37
6922,Cardiology,Pediatrics,18
6923,Cardiology,Cardiology,23
6924,General,Pediatrics,31
6925,Neurology,Neurology,21
6926,Cardiology,Orthopedics,15
6927,Cardiology,General,38
6928,Neurology,Orthopedics,8
6929,Neurology,Oncology,39
6930,Neurology,General,29
6931,Neurology,Oncology,26
6932,Oncology,Neurology,24
6933,Orthopedics,Orthopedics,32
6934,Pediatrics,Orthopedics,26
6935,Pediatrics,Oncology,29
6936,Neurology,Oncology,28
6937,Cardiology,Orthopedics,8
6938,Pediatrics,General,28
6939,Orthopedics,Cardiology,30
6940,Orthopedics,General,3
6941,Pediatrics,Neurology,10
6942,Oncology,Oncology,18
6943,Cardiology,Neurology,23
6944,Orthopedics,General,9
6945,General,Cardiology,13
6946,Oncology,General,27
6947,Orthopedics,Cardiology,34
6948,Oncology,Pediatrics,20
6949,Cardiology,Neurology,21
6950,Neurology,Cardiology,20
6951,Cardiology,Pediatrics,24
6952,General,Neurology,16
6953,Cardiology,Pediatrics,36
6954,General,General,22
6955,Neurology,Neurology,34
6956,Pediatrics,General,32
6957,Cardiology,Pediatrics,14
6958,Pediatrics,Cardiology,15
6959,Cardiology,Cardiology,31
6960,Orthopedics,Cardiology,5
6961,Cardiology,Orthopedics,18
6962,Orthopedics,Orthopedics,11
6963,Cardiology,General,9
6964,Oncology,Cardiology,21
6965,Neurology,Orthopedics,22
6966,Cardiology,Pediatrics,6
6967,Neurology,Pediatrics,20
6968,Cardiology,Orthopedics,37
6969,Pediatrics,Pediatrics,3
6970,General,Neurology,8
6971,Neurology,General,28
6972,Neurology,Orthopedics,33
6973,Neurology,Neurology,9
6974,Oncology,Oncology,15
6975,Cardiology,Pediatrics,21
6976,General,General,14
6977,Orthopedics,Oncology,39
6978,Orthopedics,Orthopedics,27
6979,General,General,7
6980,General,Pediatrics,16
6981,General,Neurology,10
6982,Orthopedics,Pediatrics,5
6983,Cardiology,Neurology,13
6984,Orthopedics,Orthopedics,23
6985,General,Oncology,31
6986,Orthopedics,Neurology,37
6987,Cardiology,Cardiology,7
6988,Cardiology,Oncology,37
6989,Cardiology,General,2
6990,Oncology,Neurology,5
6991,Cardiology,Oncology,32
6992,Oncology,Oncology,37
6993,Cardiology,Oncology,8
6994,Pediatrics,General,2
6995,Orthopedics,General,31
6996,Oncology,Pediatrics,5
6997,Cardiology,Neurology,7
6998,General,Oncology,4
6999,Orthopedics,Neurology,22
